submission_id,user_id,score,language,predicted_algorithm,method,probability,second_algorithm,second_probability,margin
1359951515,user_0001,50.0,cpp,DP_POSITION_BATTERY_STATE,probabilities,0.73828125,UNKNOWN,0.240234375,0.498046875
1314235912,user_0002,2.5,cpp,GREEDY_CHEAPEST_AVAILABLE_INCREMENTAL_TRACKING,probabilities,0.361328125,GREEDY_CHEAPEST_AVAILABLE_LINEAR_SCAN,0.28125,0.080078125
1323386252,user_0003,5.0,cpp,UNKNOWN,probabilities,0.84375,DP_POSITION_BATTERY_STATE,0.146484375,0.697265625
1323386334,user_0003,20.0,cpp,UNKNOWN,probabilities,0.72265625,DP_POSITION_BATTERY_STATE,0.265625,0.45703125
1323386957,user_0003,25.0,cpp,DP_POSITION_BATTERY_STATE,probabilities,0.5078125,UNKNOWN,0.44921875,0.05859375
1323387233,user_0003,25.0,cpp,DP_POSITION_BATTERY_STATE,model_final,,,,
1323446269,user_0003,25.0,cpp,UNKNOWN,probabilities,0.890625,DP_POSITION_BATTERY_STATE,0.09423828125,0.79638671875
1323446304,user_0003,50.0,cpp,UNKNOWN,probabilities,0.8203125,DP_POSITION_BATTERY_STATE,0.1611328125,0.6591796875
1323446283,user_0003,25.0,cpp,UNKNOWN,probabilities,0.80078125,DP_POSITION_BATTERY_STATE,0.1787109375,0.6220703125
1314235971,user_0004,7.5,cpp,UNKNOWN,probabilities,0.9609375,GREEDY_CHEAPEST_AVAILABLE_INCREMENTAL_TRACKING,0.0198974609375,0.9410400390625
1314237066,user_0004,7.5,cpp,UNKNOWN,probabilities,0.462890625,GREEDY_CHEAPEST_AVAILABLE_INCREMENTAL_TRACKING,0.2177734375,0.2451171875
1314237596,user_0004,5.0,cpp,UNKNOWN,probabilities,0.6484375,GREEDY_CHEAPEST_AVAILABLE_INCREMENTAL_TRACKING,0.14453125,0.50390625
1323455893,user_0005,22.5,java,GREEDY_PREFIX_MINIMUM_ACCUMULATION,manual_review,,,,
1323426935,user_0006,22.5,cpp,UNKNOWN,probabilities,0.94140625,DP_POSITION_BATTERY_STATE,0.03662109375,0.90478515625
1323427109,user_0006,22.5,cpp,DP_POSITION_BATTERY_STATE,model_final,,,,
1323427765,user_0006,42.5,cpp,DP_POSITION_BATTERY_STATE,probabilities,0.55078125,UNKNOWN,0.427734375,0.123046875
1323429754,user_0006,32.5,cpp,UNKNOWN,probabilities,0.76171875,DP_POSITION_BATTERY_STATE,0.21875,0.54296875
1323429910,user_0006,45.0,cpp,DP_POSITION_BATTERY_STATE,probabilities,0.78515625,UNKNOWN,0.19921875,0.5859375
1323429935,user_0006,50.0,cpp,DP_POSITION_BATTERY_STATE,probabilities,0.8046875,UNKNOWN,0.1796875,0.625
1323455449,user_0006,5.0,cpp,DP_POSITION_BATTERY_STATE,probabilities,0.74609375,UNKNOWN,0.2421875,0.50390625
1323455462,user_0006,50.0,cpp,DP_POSITION_BATTERY_STATE,probabilities,0.7890625,UNKNOWN,0.19921875,0.58984375
1323455455,user_0006,50.0,cpp,DP_POSITION_BATTERY_STATE,probabilities,0.7421875,UNKNOWN,0.2412109375,0.5009765625
1332203404,user_0007,22.5,cpp,GREEDY_PREFIX_MINIMUM_ACCUMULATION,model_final,,,,
1332203430,user_0007,50.0,cpp,SLIDING_WINDOW_MINIMUM_LINEAR_SCAN,probabilities,0.72265625,UNKNOWN,0.1416015625,0.5810546875
1314235808,user_0008,2.5,java,UNKNOWN,probabilities,0.9453125,GREEDY_PREFIX_MINIMUM_ACCUMULATION,0.028564453125,0.916748046875
1332321524,user_0009,25.0,java,GREEDY_NEXT_CHEAPER_LINEAR_SCAN,model_final,,,,
1332376143,user_0009,50.0,java,SLIDING_WINDOW_MINIMUM_LINEAR_SCAN,manual_review,,,,
1332720333,user_0010,5.0,cpp,DP_POSITION_BATTERY_STATE,probabilities,0.5859375,UNKNOWN,0.40234375,0.18359375
1332720368,user_0010,50.0,cpp,UNKNOWN,probabilities,0.51171875,DP_POSITION_BATTERY_STATE,0.451171875,0.060546875
1314237182,user_0011,5.0,java,UNKNOWN,probabilities,0.94140625,GREEDY_PREFIX_MINIMUM_ACCUMULATION,0.01519775390625,0.92620849609375
1332550515,user_0012,30.0,java,GREEDY_CHEAPEST_AVAILABLE_LINEAR_SCAN,manual_review,,,,
1332551583,user_0012,30.0,java,GREEDY_CHEAPEST_AVAILABLE_LINEAR_SCAN,manual_review,,,,
1332551689,user_0012,50.0,java,GREEDY_CHEAPEST_AVAILABLE_LINEAR_SCAN,manual_review,,,,
1344635291,user_0013,50.0,cpp,DP_POSITION_BATTERY_STATE,probabilities,0.6796875,UNKNOWN,0.283203125,0.396484375
1323427915,user_0014,2.5,cpp,DP_POSITION_BATTERY_STATE,probabilities,0.7421875,UNKNOWN,0.240234375,0.501953125
1323427973,user_0014,50.0,cpp,DP_POSITION_BATTERY_STATE,probabilities,0.640625,UNKNOWN,0.34375,0.296875
1314236684,user_0015,25.0,java,GREEDY_CHEAPEST_AVAILABLE_LINEAR_SCAN,model_final,,,,
1314236785,user_0015,25.0,java,DP_POSITION_BATTERY_STATE,probabilities,0.6796875,UNKNOWN,0.283203125,0.396484375
1332760662,user_0016,50.0,cpp,DP_POSITION_BATTERY_STATE,probabilities,0.61328125,UNKNOWN,0.373046875,0.240234375
1314235184,user_0017,50.0,cpp,DP_POSITION_BATTERY_STATE,probabilities,0.6796875,UNKNOWN,0.283203125,0.396484375
1323427238,user_0018,5.0,cpp,GREEDY_CHEAPEST_AVAILABLE_INCREMENTAL_TRACKING,probabilities,0.2890625,UNKNOWN,0.1982421875,0.0908203125
1323427658,user_0018,7.5,cpp,GREEDY_CHEAPEST_AVAILABLE_INCREMENTAL_TRACKING,probabilities,0.33203125,GREEDY_CHEAPEST_AVAILABLE_LINEAR_SCAN,0.2021484375,0.1298828125
1323432332,user_0018,7.5,cpp,GREEDY_CHEAPEST_AVAILABLE_LINEAR_SCAN,model_final,,,,
1323432379,user_0018,7.5,cpp,GREEDY_CHEAPEST_AVAILABLE_INCREMENTAL_TRACKING,probabilities,0.4296875,GREEDY_CHEAPEST_AVAILABLE_LINEAR_SCAN,0.1796875,0.25
1323432495,user_0018,25.0,cpp,GREEDY_CHEAPEST_AVAILABLE_INCREMENTAL_TRACKING,probabilities,0.3671875,UNKNOWN,0.1962890625,0.1708984375
1323432586,user_0018,25.0,cpp,GREEDY_CHEAPEST_AVAILABLE_INCREMENTAL_TRACKING,probabilities,0.369140625,UNKNOWN,0.25390625,0.115234375
1323432645,user_0018,20.0,cpp,GREEDY_CHEAPEST_AVAILABLE_INCREMENTAL_TRACKING,probabilities,0.3125,UNKNOWN,0.2431640625,0.0693359375
1323432665,user_0018,25.0,cpp,GREEDY_CHEAPEST_AVAILABLE_INCREMENTAL_TRACKING,probabilities,0.291015625,UNKNOWN,0.255859375,0.03515625
1323432709,user_0018,22.5,cpp,GREEDY_CHEAPEST_AVAILABLE_INCREMENTAL_TRACKING,probabilities,0.3515625,UNKNOWN,0.2412109375,0.1103515625
1332755494,user_0019,22.5,cpp,DP_POSITION_BATTERY_STATE,model_final,,,,
1332755545,user_0019,17.5,cpp,UNKNOWN,probabilities,0.60546875,DP_POSITION_BATTERY_STATE,0.32421875,0.28125
1332755677,user_0019,25.0,cpp,UNKNOWN,probabilities,0.57421875,DP_POSITION_BATTERY_STATE,0.34765625,0.2265625
1332756043,user_0019,25.0,cpp,DP_POSITION_BATTERY_STATE,probabilities,0.47265625,UNKNOWN,0.416015625,0.056640625
1332756021,user_0019,25.0,cpp,UNKNOWN,probabilities,0.76171875,DP_POSITION_BATTERY_STATE,0.2177734375,0.5439453125
1332763872,user_0020,50.0,cpp,UNKNOWN,probabilities,0.6953125,DP_POSITION_BATTERY_STATE,0.2890625,0.40625
1314236551,user_0021,22.5,java,GREEDY_NEXT_CHEAPER_LINEAR_SCAN,probabilities,0.30078125,GREEDY_CHEAPEST_AVAILABLE_LINEAR_SCAN,0.234375,0.06640625
1314236642,user_0021,50.0,java,GREEDY_NEXT_CHEAPER_LINEAR_SCAN,manual_review,,,,
1344346526,user_0022,25.0,cpp,GREEDY_CHEAPEST_AVAILABLE_INCREMENTAL_TRACKING,probabilities,0.44921875,GREEDY_CHEAPEST_AVAILABLE_LINEAR_SCAN,0.240234375,0.208984375
1391907728,user_0023,35.0,cpp,GREEDY_CHEAPEST_AVAILABLE_INCREMENTAL_TRACKING,manual_review,,,,
1391907768,user_0023,50.0,cpp,GREEDY_CHEAPEST_AVAILABLE_INCREMENTAL_TRACKING,probabilities,0.380859375,GREEDY_CHEAPEST_AVAILABLE_LINEAR_SCAN,0.2314453125,0.1494140625
1314236944,user_0024,2.5,cpp,GREEDY_CHEAPEST_AVAILABLE_LINEAR_SCAN,model_final,,,,
1323455889,user_0025,50.0,cpp,SLIDING_WINDOW_MINIMUM_LINEAR_SCAN,manual_review,,,,
1332757093,user_0026,22.5,cpp,DP_POSITION_BATTERY_STATE,probabilities,0.91015625,UNKNOWN,0.08447265625,0.82568359375
1332757506,user_0026,42.5,cpp,DP_POSITION_BATTERY_STATE,probabilities,0.66796875,UNKNOWN,0.31640625,0.3515625
1344712458,user_0027,5.0,cpp,UNKNOWN,probabilities,0.98828125,DP_POSITION_BATTERY_STATE,0.0040283203125,0.9842529296875
1344719237,user_0027,2.5,cpp,GREEDY_CHEAPEST_AVAILABLE_INCREMENTAL_TRACKING,probabilities,0.486328125,GREEDY_CHEAPEST_AVAILABLE_LINEAR_SCAN,0.2021484375,0.2841796875
1344720163,user_0027,50.0,cpp,GREEDY_CHEAPEST_AVAILABLE_INCREMENTAL_TRACKING,probabilities,0.48046875,SLIDING_WINDOW_MINIMUM_MONOTONIC_DEQUE,0.2001953125,0.2802734375
1323453155,user_0028,22.5,java,UNKNOWN,probabilities,0.97265625,GREEDY_PREFIX_MINIMUM_ACCUMULATION,0.0074462890625,0.9652099609375
1323453212,user_0028,22.5,java,GREEDY_PREFIX_MINIMUM_ACCUMULATION,model_final,,,,
1323453254,user_0028,20.0,java,UNKNOWN,probabilities,0.9296875,GREEDY_PREFIX_MINIMUM_ACCUMULATION,0.019287109375,0.910400390625
1323453404,user_0028,30.0,java,GREEDY_CHEAPEST_AVAILABLE_INCREMENTAL_TRACKING,manual_review,,,,
1323453456,user_0028,30.0,java,GREEDY_CHEAPEST_AVAILABLE_INCREMENTAL_TRACKING,manual_review,,,,
1323453484,user_0028,30.0,java,GREEDY_CHEAPEST_AVAILABLE_INCREMENTAL_TRACKING,manual_review,,,,
1323453501,user_0028,27.5,java,UNKNOWN,probabilities,0.98046875,GREEDY_CHEAPEST_AVAILABLE_INCREMENTAL_TRACKING,0.005126953125,0.975341796875
1323453816,user_0028,2.5,java,UNKNOWN,probabilities,0.984375,GREEDY_CHEAPEST_AVAILABLE_INCREMENTAL_TRACKING,0.0040283203125,0.9803466796875
1323453822,user_0028,30.0,java,GREEDY_CHEAPEST_AVAILABLE_INCREMENTAL_TRACKING,manual_review,,,,
1323430764,user_0029,2.5,java,GREEDY_NEXT_CHEAPER_LINEAR_SCAN,model_final,,,,
1323430867,user_0029,5.0,java,UNKNOWN,probabilities,0.98828125,GREEDY_PREFIX_MINIMUM_ACCUMULATION,0.0024566650390625,0.9858245849609376
1332143427,user_0030,30.0,java,DP_POSITION_BATTERY_STATE,probabilities,0.69140625,UNKNOWN,0.2890625,0.40234375
1332143610,user_0030,42.5,java,DP_POSITION_BATTERY_STATE,probabilities,0.6953125,UNKNOWN,0.291015625,0.404296875
1332143661,user_0030,50.0,java,DP_POSITION_BATTERY_STATE,probabilities,0.640625,UNKNOWN,0.341796875,0.298828125
1332621520,user_0031,50.0,cpp,DP_POSITION_BATTERY_STATE,probabilities,0.55078125,UNKNOWN,0.4296875,0.12109375
1314237108,user_0032,5.0,cpp,UNKNOWN,probabilities,0.99609375,DP_POSITION_BATTERY_STATE,0.0021820068359375,0.9939117431640624
1314237206,user_0032,5.0,cpp,GREEDY_PREFIX_MINIMUM_ACCUMULATION,model_final,,,,
1323445074,user_0033,25.0,java,GREEDY_NEXT_CHEAPER_LINEAR_SCAN,probabilities,0.33984375,GREEDY_CHEAPEST_AVAILABLE_LINEAR_SCAN,0.33984375,0.0
1323456041,user_0034,25.0,cpp,DP_POSITION_BATTERY_STATE,model_final,,,,
