submission_id,file,language,score,model_prediction,final_algorithm,decision_source,probability,second_algorithm,second_probability,margin,p_BFS_DISTANCE_ARRAY,p_BFS_LEVEL_ORDER_TIMER,p_BFS_EXPLICIT_TIME_IN_QUEUE,p_DIJKSTRA_UNIT_WEIGHT,p_DFS_DEPTH_TRAVERSAL,p_FLOYD_WARSHALL,p_UNKNOWN
1391987756,gigel-si-raspandirea-vestilor/submissions/1391987756.java,java,50.0,UNKNOWN,UNKNOWN,uncertain_unknown,0.6484375,BFS_DISTANCE_ARRAY,0.23828125,0.41015625,0.23828125,0.0172119140625,0.0284423828125,0.01953125,0.03662109375,0.0118408203125,0.6484375
1391779743,gigel-si-raspandirea-vestilor/submissions/1391779743.cpp,cpp,50.0,UNKNOWN,UNKNOWN,uncertain_unknown,0.5078125,BFS_DISTANCE_ARRAY,0.349609375,0.158203125,0.349609375,0.036865234375,0.036865234375,0.0174560546875,0.036865234375,0.011962890625,0.5078125
1408450878,gigel-si-raspandirea-vestilor/submissions/1408450878.cpp,cpp,50.0,BFS_DISTANCE_ARRAY,UNKNOWN,uncertain_unknown,0.62109375,UNKNOWN,0.33203125,0.2890625,0.62109375,0.0078125,0.00885009765625,0.0078125,0.0146484375,0.006103515625,0.33203125
1391827266,gigel-si-raspandirea-vestilor/submissions/1391827266.cpp,cpp,50.0,BFS_DISTANCE_ARRAY,UNKNOWN,uncertain_unknown,0.640625,UNKNOWN,0.267578125,0.373046875,0.640625,0.01507568359375,0.02197265625,0.0133056640625,0.0281982421875,0.01177978515625,0.267578125
1323072209,gigel-si-raspandirea-vestilor/submissions/1323072209.cpp,cpp,50.0,BFS_DISTANCE_ARRAY,UNKNOWN,uncertain_unknown,0.70703125,UNKNOWN,0.2294921875,0.4775390625,0.70703125,0.011474609375,0.01007080078125,0.006927490234375,0.0274658203125,0.006134033203125,0.2294921875
1408561657,gigel-si-raspandirea-vestilor/submissions/1408561657.cpp,cpp,50.0,BFS_DISTANCE_ARRAY,UNKNOWN,uncertain_unknown,0.3125,BFS_LEVEL_ORDER_TIMER,0.21484375,0.09765625,0.3125,0.21484375,0.189453125,0.032958984375,0.042236328125,0.0198974609375,0.189453125
1314236195,gigel-si-raspandirea-vestilor/submissions/1314236195.cpp,cpp,50.0,BFS_DISTANCE_ARRAY,UNKNOWN,uncertain_unknown,0.455078125,BFS_LEVEL_ORDER_TIMER,0.40234375,0.052734375,0.455078125,0.40234375,0.054443359375,0.01068115234375,0.025634765625,0.01068115234375,0.042236328125
1408504541,gigel-si-raspandirea-vestilor/submissions/1408504541.cpp,cpp,50.0,BFS_DISTANCE_ARRAY,UNKNOWN,uncertain_unknown,0.5078125,BFS_LEVEL_ORDER_TIMER,0.44921875,0.05859375,0.5078125,0.44921875,0.025390625,0.0050048828125,0.004150390625,0.0025177001953125,0.003662109375
1391989869,gigel-si-raspandirea-vestilor/submissions/1391989869.cpp,cpp,50.0,BFS_DISTANCE_ARRAY,UNKNOWN,uncertain_unknown,0.4921875,BFS_EXPLICIT_TIME_IN_QUEUE,0.43359375,0.05859375,0.4921875,0.009033203125,0.43359375,0.058837890625,0.0025787353515625,0.00101470947265625,0.00177764892578125
1314235627,gigel-si-raspandirea-vestilor/submissions/1314235627.cpp,cpp,50.0,BFS_DISTANCE_ARRAY,UNKNOWN,uncertain_unknown,0.50390625,BFS_EXPLICIT_TIME_IN_QUEUE,0.4453125,0.05859375,0.50390625,0.0081787109375,0.4453125,0.03662109375,0.002197265625,0.000591278076171875,0.001251220703125
